@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
9.036,5.284,0.276,n
7.365,6.343,4.321,n
8.348,6.298,1.132,n
8.591,9.641,8.113,n
9.025,8.252,6.951,p
0.983,4.466,3.276,p
6.553,3.653,2.779,n
5.350,1.034,5.256,n
1.819,1.541,1.181,p
2.082,6.033,7.496,n
2.064,3.776,0.645,p
0.161,1.727,8.237,p
1.369,0.389,4.646,p
8.901,2.337,0.089,n
1.402,1.803,0.609,p
4.771,3.658,5.321,n
1.634,2.462,2.808,n
9.521,0.691,0.697,n
0.142,1.521,4.149,p
5.474,1.155,8.841,p
3.526,0.988,4.245,p
1.140,5.491,3.286,p
0.599,9.654,9.615,n
1.460,6.886,2.455,n
8.928,7.148,8.788,n
9.306,0.391,2.597,n
4.635,2.816,7.472,p
1.987,2.870,8.234,p
1.781,8.733,2.686,n
5.845,4.378,1.262,n
5.862,0.716,9.798,p
4.634,1.852,7.286,p
4.332,1.284,8.403,p
1.727,9.406,8.544,n
4.753,2.107,3.728,p
0.500,6.286,8.819,p
1.619,2.923,8.930,p
3.115,3.146,6.441,p
0.769,0.257,4.068,n
7.505,4.658,5.072,n
3.116,0.495,7.412,p
3.771,2.746,2.398,p
0.742,1.473,6.219,p
4.857,1.668,3.463,p
2.259,3.690,6.474,p
5.783,0.268,3.426,p
3.335,2.548,1.245,p
3.995,1.985,9.223,n
2.663,2.596,3.675,p
1.916,0.015,7.485,p
3.581,0.257,5.818,p
6.343,8.229,0.195,n
3.430,4.666,6.571,n
2.828,4.908,8.549,p
8.282,5.006,9.680,n
4.928,2.539,4.733,p
3.265,1.557,8.783,p
3.962,1.290,8.062,p
6.544,5.612,7.627,n
1.283,3.426,5.975,p
7.845,6.665,8.921,n
9.058,2.485,3.969,n
1.030,2.478,2.105,p
4.129,4.408,9.759,n
5.361,9.535,8.700,n
7.513,6.591,2.496,n
8.464,4.373,5.912,n
3.467,0.250,4.738,n
0.990,9.387,0.737,n
6.688,2.572,4.443,n
4.395,0.616,7.026,n
0.231,4.505,3.811,p
2.709,3.607,0.368,p
0.523,3.034,4.073,p
0.216,5.949,4.256,p
2.453,7.780,4.508,n
9.104,2.490,3.086,n
0.222,3.328,1.603,n
7.492,3.258,6.338,n
2.304,8.346,9.222,n
5.381,9.873,9.148,n
1.451,3.338,7.724,p
4.350,4.314,1.192,n
6.142,4.635,8.446,n
1.498,7.155,2.983,n
2.486,2.120,9.212,p
9.632,0.737,4.617,n
4.805,3.555,6.253,n
9.026,8.415,4.803,p
1.270,5.835,6.647,p
2.176,4.362,3.804,p
1.032,6.401,0.917,p
8.865,8.079,5.565,n
0.163,7.674,0.191,p
0.920,7.249,5.376,n
0.428,5.320,8.645,p
5.720,1.093,4.051,p
1.846,0.514,6.649,p
8.331,9.937,2.508,n
6.319,8.126,1.952,n
4.384,1.780,2.264,p
6.470,0.447,8.408,p
0.093,3.810,2.886,p
0.866,1.004,9.480,p
6.230,9.623,6.912,n
8.871,7.878,5.681,p
9.297,0.627,8.651,p
3.498,9.549,3.990,n
2.453,4.827,7.163,p
8.726,5.567,8.695,n
3.001,5.374,5.883,n
1.355,8.129,4.167,n
4.213,1.609,8.078,p
9.801,7.015,6.504,n
6.907,6.637,5.788,n
3.178,3.270,1.349,p
5.230,3.927,0.624,n
2.119,1.588,1.880,p
8.885,3.844,9.498,n
6.859,4.995,6.312,n
1.238,7.775,2.054,n
1.133,0.736,7.995,p
4.832,8.705,1.093,n
2.816,7.718,1.165,n
5.157,4.712,0.842,n
2.057,1.954,1.364,p
3.138,3.300,7.847,p
1.708,5.670,4.126,p
9.859,8.648,3.035,p
3.835,5.153,5.184,n
2.628,7.724,7.020,n
4.860,1.828,1.822,n
0.271,0.149,7.256,p
7.409,4.513,2.338,n
7.185,1.036,0.636,n
3.976,7.540,4.574,n
7.194,7.560,2.642,n
1.528,9.284,9.318,n
1.167,3.374,1.765,p
9.020,1.817,4.542,p
5.193,9.780,2.969,n
2.862,4.087,6.907,p
6.453,0.575,9.633,p
6.550,8.311,8.182,n
8.343,8.628,8.565,n
0.623,1.042,1.129,p
1.418,9.854,1.596,n
7.837,8.439,6.705,n
5.331,5.633,1.214,n
2.528,2.205,9.495,p
8.041,0.398,1.178,n
2.164,0.955,9.039,p
9.533,6.932,5.867,n
0.349,0.217,9.520,p
0.911,7.914,9.971,n
5.974,3.859,3.578,p
4.918,0.433,5.419,p
9.919,9.007,2.744,n
7.111,4.171,2.479,p
7.159,1.099,8.874,n
1.143,4.775,5.109,p
2.274,6.889,5.404,n
3.864,7.110,7.581,p
2.255,6.072,9.069,n
9.869,1.437,1.328,n
2.426,3.998,4.825,p
8.661,3.377,2.251,n
4.990,1.925,3.021,n
9.121,3.998,7.613,n
9.030,5.071,4.139,p
6.712,9.419,0.094,n
3.446,3.328,3.020,p
4.394,8.993,7.945,n
3.260,3.414,8.283,p
2.371,3.692,3.705,p
5.120,0.369,5.112,p
4.005,2.649,2.579,p
7.590,1.096,2.298,n
8.778,4.573,4.103,n
4.550,8.564,2.290,p
3.225,5.238,8.260,n
4.974,8.871,8.345,n
5.931,9.932,6.210,n
0.671,5.565,1.883,p
9.240,3.136,7.655,n
4.307,0.423,9.812,p
8.396,5.201,1.142,n
2.595,3.865,4.001,p
0.673,7.180,3.658,p
0.387,0.543,1.496,p
0.105,0.240,5.442,p
1.036,7.123,3.018,n
7.478,9.658,0.899,n
6.724,9.660,3.148,n
0.009,3.764,4.410,p
5.857,5.939,8.110,n
6.028,7.811,9.799,n
0.319,6.917,4.782,p
4.350,9.929,2.875,n
6.518,0.588,1.699,p
1.653,0.770,9.523,p
8.590,4.418,0.881,p
7.530,2.431,0.858,n
3.806,7.757,9.289,n
5.543,7.744,8.078,n
7.903,1.878,2.530,n
6.480,6.608,8.362,n
0.208,2.002,3.206,p
5.693,4.208,7.025,n
8.307,0.718,5.242,n
3.988,4.379,5.360,n
0.558,4.502,9.001,p
1.826,2.043,8.205,p
6.606,1.064,5.643,n
6.697,6.211,0.124,n
1.252,1.003,6.942,p
2.302,6.533,1.122,n
4.897,4.350,2.009,n
5.190,9.563,9.355,p
3.804,3.222,8.971,p
7.688,0.344,6.500,n
4.497,1.752,8.665,p
7.840,8.360,9.819,n
9.365,7.734,2.829,n
1.300,5.536,8.157,p
3.066,6.771,1.070,n
0.583,2.760,2.949,p
6.532,3.846,5.460,n
1.002,4.911,5.093,p
3.143,5.088,2.490,n
2.997,1.559,1.924,p
3.446,2.822,8.756,p
3.831,0.542,9.221,p
2.780,3.666,7.648,p
4.409,6.136,6.885,n
3.188,0.195,9.322,p
0.017,3.573,0.501,p
6.243,1.056,8.244,p
1.768,4.637,1.872,p
5.891,1.218,4.651,p
8.102,5.745,9.563,n
9.386,1.614,8.711,n
5.595,1.531,3.718,p
2.412,8.329,4.701,n
6.936,2.930,7.925,n
9.362,1.504,1.143,n
5.448,1.480,7.094,p
2.624,9.177,0.892,p
6.828,4.498,7.722,n
8.437,1.889,0.499,n
3.758,2.988,3.422,p
9.950,3.965,1.057,n
7.296,0.026,2.670,p
7.505,4.080,7.740,n
1.432,4.784,5.329,p
3.863,9.233,5.269,n
6.665,0.101,6.256,p
3.663,7.444,7.033,n
5.775,1.218,3.702,p
4.540,3.284,1.728,p
8.062,0.793,9.635,n
1.120,6.760,7.689,p
0.199,3.652,3.300,n
1.455,3.470,3.740,p
2.047,5.320,0.661,p
1.054,5.903,7.536,n
7.856,6.240,3.652,p
4.029,9.373,9.555,n
7.624,0.385,7.976,n
2.749,2.741,5.382,p
1.811,2.806,9.309,p
1.762,3.191,5.272,p
0.091,7.391,4.953,p
2.130,1.687,1.900,p
4.361,1.244,9.734,p
4.854,4.919,8.772,n
3.626,9.127,5.112,p
0.035,1.968,1.658,p
0.155,5.620,5.438,p
4.010,1.582,3.312,p
9.154,7.075,4.305,n
0.730,2.355,1.912,p
4.009,8.736,5.107,p
8.373,9.268,7.233,n
6.199,5.661,1.151,n
4.403,1.613,1.339,p
7.798,7.462,6.948,n
5.550,1.688,7.263,p
8.818,5.266,0.619,n
5.063,0.799,6.397,p
4.857,0.468,6.697,p
0.572,2.794,6.088,p
9.858,9.752,7.581,n
4.970,2.441,1.380,p
6.938,8.423,7.742,n
5.026,7.612,4.326,p
3.467,5.136,9.620,n
9.284,6.982,1.296,n
0.118,6.309,2.860,p
0.517,2.476,0.009,p
5.690,0.608,3.228,p
2.150,5.279,1.839,p
2.298,2.457,8.688,p
0.315,3.764,5.930,p
0.287,7.993,9.945,n
3.684,4.091,5.036,p
2.499,9.233,7.304,p
9.714,8.624,1.540,n
2.000,5.447,7.110,p
8.758,2.390,6.009,n
5.905,8.384,3.918,n
3.957,8.289,9.577,n
1.948,4.594,9.025,p
1.558,3.049,8.592,p
5.418,4.415,8.715,n
0.450,6.653,0.756,p
4.258,0.908,6.043,p
3.722,2.227,5.337,p
1.243,2.800,5.105,p
0.879,0.224,7.397,p
8.892,5.128,0.115,n
9.611,1.479,3.358,n
5.815,0.216,9.918,p
4.901,5.494,2.213,n
7.875,0.093,6.172,p
0.710,7.673,9.611,n
1.999,8.766,5.924,n
6.845,2.032,8.883,n
2.939,2.740,5.690,p
9.916,5.772,9.023,n
5.038,4.141,4.528,n
3.221,5.343,5.657,n
2.441,2.681,2.764,p
1.243,0.096,8.349,n
5.153,6.443,2.780,p
0.721,0.906,0.725,p
6.132,7.356,2.262,n
0.846,1.738,0.557,p
1.205,3.178,8.251,p
4.586,6.950,5.359,n
7.365,8.914,7.922,n
2.330,0.365,9.354,p
1.749,4.569,1.679,p
0.534,4.295,7.915,p
2.470,1.214,3.012,p
3.060,3.333,8.034,p
0.568,6.949,4.890,p
1.756,5.994,3.615,p
5.587,8.362,8.439,n
9.950,2.252,8.134,n
0.813,3.468,8.123,p
2.096,9.379,6.356,n
9.074,9.127,9.490,n
1.475,7.613,5.666,n
1.947,2.332,0.478,p
0.086,4.693,6.622,p
6.607,9.879,8.831,n
8.509,7.006,5.213,n
1.440,6.873,3.309,n
6.777,1.470,7.185,n
7.851,5.635,4.449,n
2.808,5.795,6.504,n
3.650,2.729,3.179,p
3.749,5.329,9.292,n
7.817,0.723,3.316,n
4.734,1.110,3.657,p
3.037,1.801,5.084,p
2.565,4.238,8.240,p
1.641,1.595,4.183,p
8.963,3.830,6.224,n
0.799,0.005,0.632,p
2.617,0.706,0.862,n
6.931,5.450,3.031,n
2.916,1.647,5.199,p
7.928,2.406,3.093,n
9.163,9.267,3.374,n
3.359,6.117,7.021,n
5.776,4.772,6.382,n
7.675,7.305,9.000,n
2.628,6.648,2.138,n
0.511,2.762,4.888,p
7.605,0.756,3.014,p
2.356,9.076,8.149,n
3.473,3.912,9.672,p
8.734,2.714,8.362,n
2.855,3.241,1.525,p
4.755,2.603,7.385,p
1.617,3.783,1.936,p
6.716,0.574,6.433,p
0.277,1.486,9.132,p
2.102,4.557,4.227,p
5.365,3.370,7.653,n
9.099,2.359,10.000,n
1.554,8.064,3.142,n
1.336,4.176,2.806,p
0.095,0.788,7.557,p
3.619,2.315,5.233,p
7.033,3.529,1.562,n
6.312,9.237,3.206,n
8.633,6.070,6.095,n
2.286,7.871,4.203,n
8.655,2.620,3.693,n
7.626,4.608,5.690,n
3.200,1.899,7.689,p
1.052,0.699,8.428,p
6.306,1.838,0.084,n
8.006,7.347,8.501,n
0.705,2.220,1.144,n
4.669,0.735,4.726,p
2.892,2.402,9.244,p
6.269,2.524,1.015,n
6.063,7.806,0.362,n
8.424,2.719,1.193,n
7.177,9.132,1.905,n
6.100,3.357,7.954,n
3.279,1.099,8.292,p
1.879,4.530,7.284,p
3.588,1.024,2.885,p
3.282,3.918,6.284,p
8.818,3.989,8.692,n
2.060,4.443,4.250,p
9.756,6.132,9.165,p
1.269,7.558,8.545,p
8.331,3.256,1.526,n
0.268,4.113,8.920,p
3.107,7.727,3.570,n
5.585,7.789,1.465,n
0.188,6.170,5.733,p
3.672,9.281,9.730,n
4.599,1.237,8.388,n
4.464,1.119,9.403,p
6.321,0.934,5.769,p
3.413,6.636,6.228,n
4.504,7.316,5.488,n
2.993,2.025,6.551,p
3.305,3.332,1.932,p
4.332,7.606,9.302,n
5.613,4.514,9.945,n
4.853,7.548,2.764,n
2.346,0.962,1.312,p
2.558,9.288,0.791,n
3.647,7.654,2.961,n
4.426,9.063,1.324,n
0.790,3.298,3.903,p
6.801,7.825,4.800,n
3.767,3.779,9.060,p
1.213,4.053,4.900,p
2.596,1.629,2.197,p
2.913,2.928,7.091,p
6.536,1.066,8.390,p
3.896,2.129,4.634,p
8.110,0.987,9.641,n
7.537,8.201,9.392,p
1.519,8.423,8.653,n
9.195,5.216,3.428,n
8.717,5.780,4.235,n
1.163,6.587,9.233,p
4.335,4.827,7.290,n
8.103,4.260,9.975,n
8.471,2.868,3.134,n
2.107,5.232,7.699,p
7.254,8.168,1.742,n
5.016,5.988,8.222,n
4.196,4.718,9.034,n
9.338,0.508,5.977,n
3.431,9.634,9.865,n
2.575,5.249,5.861,p
2.904,2.522,0.458,p
0.491,4.774,6.410,p
2.984,1.661,0.014,p
2.388,7.433,1.132,n
0.763,4.422,4.732,p
0.318,2.414,0.936,n
0.907,9.798,6.396,n
2.835,6.391,9.829,p
6.082,5.670,9.071,n
4.529,4.003,2.917,n
1.864,1.473,3.481,p
5.577,7.601,0.980,n
2.036,4.488,6.828,p
3.481,2.498,3.090,p
9.085,3.484,2.520,n
3.813,5.286,2.426,n
1.079,1.206,4.641,p
2.565,8.117,4.028,n
4.119,8.281,1.639,p
6.186,5.382,8.839,n
6.266,1.335,8.930,p
3.981,2.922,4.136,p
8.975,7.258,2.210,n
8.721,8.133,6.032,n
0.484,6.733,5.541,p
0.752,6.539,3.041,p
7.862,1.517,6.986,n
2.152,1.915,9.904,p
9.718,0.392,7.238,n
0.613,5.929,1.500,p
0.731,3.700,3.350,p
2.133,1.142,7.499,p
4.229,2.318,8.112,p
1.147,0.362,9.569,p
7.140,3.121,7.073,n
2.125,5.471,9.880,n
2.019,2.319,7.557,p
1.354,5.419,2.706,n
2.224,0.637,5.454,p
8.949,8.909,0.371,n
4.080,7.616,8.691,n
7.697,1.021,1.808,n
6.094,4.307,8.247,p
5.209,8.377,0.504,n
6.774,1.159,4.099,p
7.090,0.434,4.163,p
5.220,4.530,4.604,n
8.695,7.297,7.322,n
2.265,8.490,6.410,n
5.694,0.636,2.520,p
4.247,2.543,3.371,p
9.501,9.724,4.632,n
2.387,8.105,2.525,n
1.829,4.305,7.779,p
7.988,3.493,2.724,n
0.397,1.747,5.357,p
2.685,4.596,1.658,p
8.803,5.623,9.408,n
9.032,8.842,2.596,n
2.772,2.491,8.233,p
1.425,1.669,2.448,p
3.632,3.993,4.556,p
9.421,2.091,5.436,p
0.972,6.710,9.149,p
1.111,3.840,5.001,p
0.436,6.946,4.787,p
4.008,3.881,2.447,p
2.268,5.154,4.428,p
0.940,1.715,0.868,n
4.049,1.945,0.229,p
2.075,2.614,6.319,p
7.762,1.215,7.623,n
2.276,0.594,1.823,n
8.914,5.813,0.153,p
1.403,9.752,3.434,p
0.331,9.415,1.805,n
8.944,4.242,1.585,n
0.574,3.156,9.387,n
6.913,6.918,5.560,n
3.228,2.352,6.131,p
5.557,9.502,0.190,n
2.261,2.782,5.933,p
0.608,6.563,0.948,p
4.295,4.187,0.877,n
5.476,1.781,8.738,p
9.350,9.504,2.213,n
5.011,5.154,0.634,n
2.960,9.436,2.763,n
1.420,3.355,0.659,p
4.512,8.328,4.133,n
7.882,4.424,9.707,n
2.157,2.537,3.848,p
0.177,1.857,1.995,p
4.992,3.288,5.492,n
2.878,1.112,0.302,p
4.083,0.107,5.386,p
9.904,0.203,6.951,p
1.688,4.073,5.960,p
0.804,6.707,2.285,p
4.536,6.417,6.429,n
9.867,3.470,2.554,n
5.189,4.509,8.800,n
1.080,3.757,1.874,p
0.509,7.740,8.245,n
4.019,0.335,7.684,p
4.269,1.278,8.605,p
6.787,4.659,8.521,p
8.204,7.294,6.668,n
3.491,6.625,8.846,n
4.873,2.157,7.304,n
8.263,4.235,3.817,n
2.085,8.844,3.053,n
0.074,6.144,0.897,p
4.514,4.646,5.696,n
4.254,1.132,8.080,p
6.149,2.741,2.395,n
2.266,1.909,8.786,p
4.019,4.717,1.602,n
4.193,0.559,8.848,p
1.908,4.104,7.316,p
8.852,7.341,4.598,n
2.474,6.856,3.628,n
7.850,0.730,5.892,n
7.246,9.425,2.908,p
0.475,5.140,4.502,p
1.961,7.421,2.067,n
1.616,5.709,5.082,p
6.860,9.991,5.376,n
2.585,0.927,5.812,p
0.740,1.240,1.549,p
5.150,8.026,9.555,n
8.854,2.096,3.816,n
9.350,7.391,8.356,p
1.608,2.653,8.177,p
4.657,7.672,4.600,n
1.281,8.865,3.970,n
4.883,1.536,2.726,p
3.610,0.766,6.431,p
9.856,7.385,2.683,n
2.103,4.006,6.686,p
2.897,3.341,1.639,n
2.971,3.832,4.292,p
5.511,7.792,8.880,n
4.041,8.411,7.077,n
2.618,1.094,0.848,p
9.084,9.971,6.693,n
0.779,0.169,1.756,p
8.155,1.631,4.747,n
3.274,8.359,0.760,n
8.861,7.214,8.764,p
2.506,4.558,9.761,p
6.402,0.836,1.120,p
5.133,6.653,6.567,n
3.602,6.987,4.375,n
9.271,9.497,7.222,n
6.510,7.318,9.806,p
0.842,4.634,5.591,p
2.983,8.864,4.144,n
7.874,2.654,4.648,n
3.301,2.319,1.661,p
4.666,9.299,8.228,n
1.986,2.161,6.578,n
9.619,0.429,8.485,n
4.054,7.227,2.274,n
0.215,3.875,2.737,p
0.573,8.070,7.532,p
8.412,3.318,0.763,n
7.620,3.627,0.191,n
6.220,1.738,9.279,p
3.256,1.405,6.477,n
1.536,6.367,3.786,p
6.679,8.260,5.207,n
1.746,7.167,2.855,n
4.723,3.095,8.569,n
7.205,8.853,0.227,n
2.478,9.067,0.233,n
0.958,2.072,5.829,p
1.661,2.387,0.853,n
1.560,1.553,8.884,p
7.489,4.758,4.596,n
9.119,9.031,5.445,p
0.265,7.159,6.634,p
7.510,9.206,2.116,p
3.140,7.300,5.220,n
1.615,5.310,3.687,p
2.370,3.860,6.964,p
0.950,1.168,2.875,p
5.817,0.925,1.981,p
7.595,2.274,0.989,n
1.718,8.205,1.441,n
9.165,4.490,1.653,n
5.705,8.560,7.817,n
5.684,8.202,1.418,n
2.286,1.359,0.419,p
4.770,8.575,4.028,n
4.783,6.837,7.419,n
0.547,3.252,6.128,n
0.579,4.038,2.248,p
0.077,0.380,1.612,p
9.664,5.897,9.996,n
2.153,8.040,9.279,n
4.903,0.449,6.505,p
9.977,2.536,0.411,p
0.983,5.275,5.601,p
5.878,9.356,0.456,n
0.254,6.172,0.511,p
2.139,4.095,8.952,p
3.998,5.597,4.564,n
0.034,1.845,6.579,p
0.931,8.127,4.969,n
6.699,9.665,2.152,p
7.080,1.306,8.847,p
6.522,1.313,8.174,p
3.718,2.855,8.235,p
6.728,9.972,6.920,p
2.904,7.952,4.987,n
2.172,4.866,3.897,p
7.229,3.967,0.596,p
7.790,3.834,8.392,n
7.209,0.124,9.341,p
9.403,3.532,1.238,n
2.347,4.319,2.385,p
8.497,8.218,4.660,n
7.752,0.498,9.872,n
1.099,3.699,5.579,p
1.626,1.808,2.258,p
2.223,4.714,2.364,p
0.380,6.643,0.384,n
2.339,7.047,4.420,n
2.001,5.121,0.634,p
3.110,0.927,6.067,p
5.934,1.392,7.499,p
2.905,3.548,8.371,p
0.648,7.828,8.268,n
8.620,8.703,0.816,n
3.460,2.694,3.371,p
4.806,4.845,5.553,n
7.118,2.560,9.777,n
2.186,4.161,9.045,p
1.509,6.822,0.827,n
2.554,2.754,8.911,p
0.329,0.530,7.244,n
2.252,6.599,1.192,n
4.027,3.167,7.496,p
2.612,0.156,6.364,p
0.166,9.564,3.346,n
1.433,0.215,0.726,p
6.322,3.409,7.356,n
6.228,1.870,2.988,n
3.383,3.169,6.381,p
3.616,6.345,5.575,n
5.587,5.370,7.620,n
3.240,0.665,6.328,p
6.363,0.956,2.365,p
3.474,2.616,4.217,p
3.059,0.837,6.574,p
0.945,9.463,3.347,n
3.138,1.634,5.699,p
2.979,6.616,2.062,n
3.303,3.603,1.135,p
0.045,5.405,1.310,p
2.154,6.057,1.253,n
2.487,2.254,1.590,p
2.221,0.573,1.125,p
1.590,1.689,7.124,p
4.090,7.433,2.934,n
1.742,4.769,1.593,p
2.812,1.710,8.721,p
2.875,5.906,5.951,n
1.505,1.744,5.352,p
4.819,0.232,7.469,p
1.487,3.797,7.614,p
3.795,1.260,1.410,n
5.130,6.827,7.321,n
2.896,2.489,7.095,p
2.925,4.469,2.142,p
9.721,1.711,0.279,n
5.508,3.312,2.127,n
3.485,6.829,9.764,p
3.310,9.354,3.653,n
3.716,1.349,9.747,p
7.280,1.884,7.511,n
7.122,2.750,9.162,n
6.241,6.416,0.945,n
7.089,0.594,0.071,p
4.006,6.388,7.798,n
6.657,1.350,7.534,n
8.810,7.014,3.866,n
0.074,0.624,8.889,p
4.141,3.442,2.469,p
6.467,9.261,8.769,n
6.397,5.751,3.427,n
6.641,1.921,1.516,n
2.069,0.541,5.430,p
6.369,0.807,3.862,n
0.079,7.754,9.158,n
9.415,7.374,8.083,n
1.363,3.139,3.133,p
9.246,5.981,2.962,n
4.319,1.970,2.651,p
7.152,4.908,4.656,p
7.171,3.695,7.317,n
2.595,6.465,8.344,n
1.458,4.220,8.639,p
1.347,7.534,9.760,n
9.565,7.920,4.860,n
4.263,7.212,5.631,n
5.672,7.547,1.069,n
9.520,1.001,5.941,n
5.523,1.101,4.944,p
2.455,1.808,1.404,p
0.325,5.608,3.410,p
2.944,1.021,5.001,p
4.835,4.333,1.443,n
7.499,1.337,0.989,n
1.858,8.334,8.851,n
7.608,1.722,2.985,n
1.760,6.119,5.222,p
8.586,1.084,9.293,n
8.528,8.815,9.998,p
6.809,6.211,2.346,p
9.264,6.293,8.305,p
0.468,0.209,9.410,p
1.504,0.225,1.098,p
5.252,2.188,0.415,p
3.803,0.752,2.814,p
7.933,5.244,0.773,n
3.459,2.760,4.882,p
6.531,5.112,6.179,n
3.091,4.605,8.169,p
1.765,2.868,1.602,p
0.972,0.557,4.933,p
0.303,5.503,2.631,p
7.915,0.043,0.028,p
8.268,5.853,3.433,n
3.265,9.612,9.891,n
3.233,3.344,0.159,p
7.085,1.722,8.756,n
9.922,0.860,7.592,n
5.273,0.847,7.654,p
1.010,4.896,7.533,p
7.052,4.669,1.329,n
6.004,2.405,2.452,n
1.816,1.979,6.082,p
5.719,0.237,5.735,p
1.943,3.564,5.223,p
0.098,7.650,4.082,p
1.478,9.592,1.814,n
1.225,8.488,4.130,n
9.957,1.571,2.273,n
3.282,2.797,4.908,p
0.169,4.304,3.430,p
2.186,9.515,6.354,p
5.077,5.253,7.543,n
2.992,5.772,6.615,n
9.785,0.949,5.334,n
4.516,2.366,3.875,p
3.071,1.992,3.873,p
4.206,1.445,9.780,p
1.867,5.423,9.291,n
4.978,0.364,2.444,p
0.923,0.834,7.263,p
0.318,5.477,3.159,p
2.288,1.977,9.316,p
7.358,3.619,7.098,n
8.245,6.553,5.927,n
8.569,6.961,5.977,p
9.818,1.347,1.104,n
6.324,0.614,1.070,p
3.820,2.016,7.610,p
4.663,7.534,0.910,n
5.465,7.085,7.634,n
4.942,2.817,2.009,p
1.706,0.446,4.738,p
8.831,5.306,4.612,n
5.572,2.337,5.129,p
6.698,6.346,0.935,n
7.536,5.541,6.033,n
4.319,0.717,4.809,p
5.527,4.519,3.612,n
3.638,2.674,1.747,p
2.913,4.419,9.865,p
4.097,5.637,9.875,p
0.192,9.986,8.048,n
6.721,1.244,9.275,p
2.051,5.106,6.469,p
9.665,7.390,0.640,n
1.658,1.078,8.565,p
7.859,9.021,5.376,n
3.978,0.513,5.584,p
1.211,5.040,0.669,p
9.588,7.586,8.314,p
2.920,0.542,2.565,p
9.605,2.121,2.503,p
1.693,3.800,0.626,p
3.853,3.071,2.892,p
0.175,2.256,5.752,n
9.141,7.114,1.952,n
0.916,8.433,7.184,n
1.431,4.659,8.779,p
6.871,0.051,6.940,p
3.509,1.107,4.764,p
4.570,0.055,1.730,p
2.302,9.541,7.041,n
9.340,3.484,4.518,p
7.317,7.217,0.625,n
3.646,4.073,6.068,p
9.681,7.281,7.753,n
9.493,8.481,6.318,p
3.937,1.356,7.760,n
1.446,6.107,4.158,p
1.604,7.896,8.339,n
0.573,2.751,1.669,p
6.654,0.023,4.614,p
1.775,2.773,9.919,p
1.459,7.328,9.279,n
9.807,9.763,1.029,n
8.436,2.293,3.328,n
0.603,0.332,0.802,p
4.400,5.447,3.063,n
8.628,2.782,0.710,n
0.788,0.515,5.879,p
8.647,3.711,9.527,n
6.754,6.749,8.040,n
3.688,5.594,2.881,n
2.812,8.317,2.301,n
6.319,2.893,0.961,n
8.730,5.150,2.704,n
4.265,4.306,8.174,n
7.396,1.557,0.980,n
5.871,3.722,9.378,n
4.465,1.585,5.706,p
0.417,2.324,9.724,p
5.271,5.225,4.747,n
1.372,6.274,7.225,p
5.455,9.785,5.827,n
9.951,4.696,1.982,p
6.044,6.139,5.518,n
0.760,3.509,0.681,p
3.617,1.941,2.622,p
9.484,8.850,0.734,n
9.285,6.021,2.802,n
8.879,1.038,4.777,n
5.756,7.041,1.765,n
8.685,4.296,0.366,n
3.567,2.834,8.239,p
5.830,5.121,7.143,p
1.778,6.514,3.145,n
1.897,3.929,1.170,p
8.990,9.244,9.733,n
9.001,3.979,9.387,n
4.901,0.038,9.555,p
3.260,0.866,7.374,p
9.693,2.444,5.512,n
2.405,8.180,7.225,n
3.978,2.570,5.561,p
6.536,2.923,4.129,n
3.399,1.776,1.716,p
0.042,0.109,8.414,p
3.930,2.975,8.083,p
2.730,2.168,9.695,p
8.246,6.364,0.678,p
9.174,3.153,8.682,n
6.235,4.750,3.063,n
5.943,0.181,5.036,p
3.973,2.331,3.858,p
5.196,0.629,1.544,n
5.439,0.680,5.152,p
7.736,0.112,2.945,p
5.977,4.257,4.199,n
4.758,3.582,5.678,n
7.856,8.694,7.884,n
5.093,5.437,3.036,n
5.587,6.722,7.567,n
1.252,3.677,9.459,p
6.024,0.182,8.708,p
4.314,0.832,6.819,p
8.363,0.754,6.378,n
7.047,4.201,1.640,n
4.906,2.646,4.847,p
1.621,5.319,4.403,p
2.330,1.910,1.177,p
0.442,1.427,5.766,p
9.848,6.778,9.658,n
0.795,6.604,2.279,p
8.529,7.798,6.615,n
9.987,5.350,1.907,p
0.995,0.546,9.193,p
1.707,9.790,7.628,n
5.283,7.534,1.630,n
0.057,5.074,8.918,p
2.925,3.338,7.199,p
3.925,1.442,5.367,p
2.438,3.272,2.924,p
2.659,3.494,8.770,p
3.104,1.737,5.540,p
6.908,5.570,8.449,n
5.719,2.269,2.964,p
8.562,5.102,8.825,p
3.311,5.997,6.192,n
8.577,9.246,1.533,p
4.384,1.682,9.125,p
1.626,4.071,5.692,p
4.594,0.695,9.327,n
2.555,4.189,2.755,p
1.960,0.744,8.108,p
4.237,0.851,9.028,p
7.349,9.631,7.140,n
2.451,4.838,8.229,p
7.409,0.464,5.566,p
2.727,5.153,1.529,p
3.391,0.254,2.271,p
5.097,1.917,4.992,p
0.064,0.619,4.355,p
4.333,2.759,4.568,n
2.735,0.222,8.012,n
6.137,3.297,0.676,n
2.901,9.717,7.118,n
6.016,2.551,7.578,n
0.447,0.804,2.354,p
7.279,1.114,2.447,n
2.980,3.149,3.812,p
3.475,5.093,8.124,n
5.293,1.744,6.487,n
0.157,1.937,0.127,p
9.665,1.092,4.198,n
5.159,5.315,3.998,n
2.466,8.794,6.128,n
2.292,6.872,1.597,p
1.841,6.036,1.726,p
